23.36,98.0
22.87,98.0
23.36,98.0
27.36,99.0
22.78,99.0
33.54,99.0
22.88,99.0
23.02,99.0
24.54,99.0
22.75,99.0
22.84,99.0
22.92,99.0
24.27,99.0
22.74,99.0
47.93,100.0
50.07,100.0
51.93,100.0
52.48,100.0
52.06,100.0
55.01,101.0
52.2,101.0
50.0,101.0
49.05,101.0
54.56,101.0
52.99,101.0
48.67,101.0
35.23,102.0
33.56,102.0
33.65,102.0
33.54,102.0
35.12,102.0
33.64,102.0
33.59,102.0
33.49,102.0
33.51,102.0
35.21,102.0
33.38,102.0
31.75,102.0
31.58,102.0
33.55,103.0
33.54,103.0
33.56,103.0
33.6,103.0
33.52,103.0
33.4,103.0
33.57,103.0
33.53,103.0
33.53,103.0
33.51,103.0
33.54,103.0
33.7,103.0
33.48,103.0
33.49,104.0
33.55,104.0
34.28,104.0
34.64,104.0
35.27,104.0
33.64,104.0
33.48,104.0
35.06,104.0
33.6,104.0
33.59,104.0
33.71,104.0
33.7,104.0
34.93,104.0
33.65,104.0
34.98,104.0
66.26,105.0
68.51,105.0
66.88,105.0
66.78,105.0
67.82,105.0
69.54,105.0
70.17,105.0
69.0,105.0
66.61,105.0
72.33,106.0
70.58,106.0
69.47,106.0
73.82,106.0
72.47,106.0
74.77,107.0
76.04,107.0
77.66,107.0
74.86,107.0
72.98,107.0
45.84,107.0
44.25,107.0
44.31,107.0
44.06,107.0
45.71,107.0
44.09,107.0
45.23,107.0
44.51,107.0
44.23,107.0
42.63,107.0
75.13,107.0
76.42,107.0
78.13,107.0
75.88,107.0
74.37,107.0
79.33,108.0
80.31,108.0
79.12,108.0
80.23,108.0
79.43,108.0
77.86,108.0
83.85,109.0
84.74,109.0
86.31,109.0
82.71,109.0
82.86,109.0
84.61,109.0
86.04,109.0
85.02,109.0
83.09,109.0
88.13,110.0
88.64,110.0
86.73,110.0
87.94,110.0
87.3,110.0
91.67,111.0
92.75,111.0
94.13,111.0
95.17,111.0
90.66,111.0
54.82,111.0
54.75,111.0
56.16,111.0
54.79,111.0
54.58,111.0
55.18,111.0
54.79,111.0
55.96,111.0
55.06,111.0
54.57,111.0
54.54,111.0
90.49,111.0
91.62,111.0
92.89,111.0
93.24,111.0
91.59,111.0
89.57,111.0
96.67,112.0
95.33,112.0
94.5,112.0
95.57,112.0
96.71,112.0
97.72,112.0
97.96,112.0
96.46,112.0
94.72,112.0
100.0,113.0
100.0,113.0
100.0,113.0
100.0,113.0
100.0,113.0
100.0,113.0
100.0,113.0
100.0,113.0
100.0,113.0
100.0,113.0
100.0,114.0
100.0,114.0
100.0,114.0
100.0,114.0
100.0,114.0
55.52,114.0
54.98,114.0
54.93,114.0
54.85,114.0
56.45,114.0
54.53,114.0
54.87,114.0
54.83,114.0
55.06,114.0
56.26,114.0
54.84,114.0
55.02,114.0
54.93,114.0
54.9,114.0
56.27,114.0
54.83,114.0
54.9,114.0
56.22,114.0
100.0,114.0
100.0,114.0
100.0,114.0
100.0,114.0
100.0,114.0
100.0,114.0
100.0,114.0
100.0,114.0
100.0,114.0
100.0,114.0
100.0,114.0
100.0,114.0
100.0,114.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,115.0
100.0,116.0
100.0,116.0
100.0,116.0
100.0,116.0
100.0,116.0
100.0,116.0
100.0,116.0
100.0,116.0
100.0,116.0
100.0,116.0
100.0,116.0
100.0,116.0
100.0,116.0
100.0,116.0
100.0,116.0
100.0,116.0
100.0,117.0
100.0,117.0
100.0,117.0
100.0,117.0
100.0,117.0
100.0,117.0
100.0,117.0
100.0,117.0
100.0,117.0
100.0,117.0
100.0,117.0
100.0,117.0
100.0,117.0
100.0,117.0
65.31,118.0
64.5,118.0
64.57,118.0
64.84,118.0
64.47,118.0
64.99,118.0
64.71,118.0
65.07,118.0
64.5,118.0
64.51,118.0
64.96,118.0
64.67,118.0
74.43,119.0
73.97,119.0
74.41,119.0
74.11,119.0
74.63,119.0
74.27,119.0
74.62,119.0
74.1,119.0
74.22,119.0
73.83,119.0
82.88,121.0
82.87,121.0
82.97,122.0
83.12,122.0
83.08,122.0
83.35,122.0
82.9,122.0
83.34,122.0
83.47,122.0
92.54,125.0
92.75,125.0
92.45,125.0
92.36,125.0
92.58,125.0
92.49,125.0
92.74,125.0
92.61,126.0
92.45,126.0
92.57,126.0
94.16,126.0
92.55,126.0
93.5,126.0
92.28,126.0
92.44,126.0
93.43,126.0
100.0,127.0
100.0,127.0
92.49,128.0
71.79,128.0
92.66,129.0
92.68,129.0
92.58,129.0
92.55,129.0
92.07,129.0
92.65,129.0
92.58,129.0
92.68,129.0
92.41,129.0
92.24,129.0
92.33,129.0
92.59,129.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,130.0
100.0,135.0
100.0,135.0
100.0,135.0
100.0,136.0
100.0,136.0
100.0,136.0
100.0,136.0
100.0,136.0
100.0,136.0
100.0,136.0
100.0,136.0
100.0,136.0
100.0,136.0
100.0,136.0
100.0,136.0
100.0,136.0
100.0,136.0
100.0,136.0
100.0,137.0
100.0,137.0
100.0,137.0
100.0,137.0
100.0,137.0
100.0,137.0
100.0,137.0
100.0,137.0
100.0,137.0
